ipl01,Motokunsnow0810,en_grammar_etc,6時間13分33秒
ipl01,Motokunsnow0810,en_grammar_fundamental_plus,2時間20分15秒
ipl01,Motokunsnow0810,en_grammar_fundamental,12時間51分6秒
ipl01,Motokunsnow0810,en_grammar_advanced_plus,8時間35分9秒
sun07,yokotsukamanami,en_grammar_fundamental_plus,0時間59分48秒
holon-tierra_ng,inouemomoko,math_elementary,0時間37分41秒
holon-tierra_ng,toukotanaka,math_elementary,0時間36分19秒
zen09,yosidumi,en_grammar_fundamental_plus,1時間29分26秒
dia03,melody,math_2,23時間48分20秒
dia03,melody,math_1,16時間29分59秒
dia03,melody,math_b,37時間0分47秒
dia03,melody,math_a,8時間46分33秒
kec04,yamamotoshu,math_elementary,2時間32分5秒
ipl01,ipl010000015,en_grammar_fundamental_plus,1時間49分42秒
ipl01,ipl010000015,en_grammar_fundamental,6時間4分39秒
mky06,okamuratakuya,en_grammar_fundamental_plus,1時間28分60秒
sho01,goshima_yukino_0416,en_grammar_fundamental_plus,3時間4分48秒
sho01,goshima_yukino_0416,en_grammar_fundamental,7時間45分55秒
hol30,nakayaharuna,math_1,14時間45分9秒
hol30,nakayaharuna,math_a,11時間39分4秒
holon-tierra_k,ooiwashoutarou,math_elementary,5時間16分47秒
holon-tierra_ng,yamamurayuta,math_elementary,6時間40分43秒
tie01,chikui_nanaho,math_elementary,0時間0分43秒
dot00,sawaierina,physics_basic,7時間36分51秒
tie06,h37677616,math_elementary,1時間6分54秒
zkai,zkai0000009,math_b,35時間10分49秒
kec03,airi0515,en_grammar_advanced,14時間16分23秒
kec03,airi0515,en_grammar_etc,3時間43分15秒
kec03,airi0515,en_grammar_fundamental_plus,3時間23分37秒
kec03,airi0515,en_grammar_fundamental,17時間28分56秒
kec03,airi0515,en_grammar_advanced_plus,5時間55分21秒
zen19,satokanna,math_elementary,1時間35分53秒
mcs05,satoyumi,en_grammar_fundamental,14時間0分45秒
holon-tierra_ng,Tokunaganaho,math_a,19時間33分59秒
zup02,kuriyama,en_grammar_fundamental_plus,1時間33分3秒
zup02,kuriyama,en_grammar_fundamental,14時間14分42秒
holon-tierra_ng,Noharakaito,en_grammar_fundamental,8時間22分6秒
holon-tierra_m,Hoshi,math_elementary,0時間59分9秒
mcs05,horima-naoshi,en_grammar_fundamental,23時間51分3秒
pre12,pak_soryon,math_elementary,1時間8分37秒
kec02,sugitaminori,math_elementary,2時間5分49秒
zup04,ayari,en_grammar_fundamental,7時間33分29秒
dia06,okawa,math_elementary,0時間12分40秒
kec02,iwamotomio,math_elementary,0時間50分45秒
kec04,maika0807,en_grammar_fundamental_plus,1時間40分14秒
kec04,maika0807,en_grammar_fundamental,11時間27分35秒
zen09,sakaiyukari,en_grammar_fundamental_plus,0時間41分54秒
aki01,atamaaika,math_elementary,0時間59分19秒
pre13,takenaka_kazuma,math_elementary,0時間14分34秒
kec03,haruki33,math_elementary,0時間15分17秒
kec05,nakajimayuta,math_a,13時間38分6秒
zup10,tsunechi,en_grammar_fundamental_plus,1時間6分3秒
pre09,Harmonious,math_elementary,0時間0分0秒
holon-tierra_u,YoriKyosuke,math_2,32時間21分28秒
holon-tierra_ng,KazuhoNohara,math_b,19時間46分5秒
mcs05,mcs05c01,en_grammar_fundamental,1時間22分51秒
holon-tierra_ng,Kunichidejuri,math_a,20時間40分46秒
dot00,ikeberyu,math_elementary,0時間15分39秒
holon-tierra_ng,htng27,math_elementary,0時間6分56秒
dot00,TsubataYusuke,physics_basic,9時間21分52秒
kec03,hiroyasu0413,math_a,12時間50分29秒
kec02,rihokomorii,en_grammar_fundamental_plus,4時間22分38秒
kec02,rihokomorii,en_grammar_fundamental,19時間36分60秒
dia03,yamashitayuka,math_a,19時間10分35秒
isa01,nojimariku,math_elementary,0時間34分54秒
sho02,sakuma-chiharu,en_grammar_advanced,12時間42分0秒
sho02,sakuma-chiharu,en_grammar_fundamental_plus,1時間31分22秒
dia06,yukkymat,math_elementary,0時間46分28秒
dia06,yukkymat,math_basic,7時間52分27秒
zup04,matuo,en_grammar_fundamental_plus,2時間49分29秒
zup04,matuo,en_grammar_fundamental,11時間42分39秒
was02,fukazawatomoki,math_elementary,1時間14分43秒
kec03,haruki33,math_1,35時間7分17秒
kec03,haruki33,math_a,16時間22分15秒
holon-tierra_ng,abcd,math_1,7時間37分49秒
holon-tierra_ng,abcd,math_b,12時間54分1秒
zen14,zenrousai67,math_elementary,0時間5分51秒
hol31,moritatsuyoshi,math_elementary,2時間47分30秒
univer,hito,math_elementary,2時間24分57秒
pre03,sasakiaya,math_elementary,0時間6分32秒
isa01,kamahori,math_3,16時間7分39秒
tie03,mikage002,math_1,5時間36分16秒
hol20,tanakayushin,math_elementary,0時間58分4秒
dot00,suzuki-kotaro,math_1,5時間39分33秒
dot00,suzuki-kotaro,math_3,29時間18分43秒
ipl01,Zaq1Xsw2,en_grammar_fundamental_plus,7時間47分24秒
hol11,t0123,math_elementary,0時間54分13秒
aki01,aki01c01,math_2,4時間3分54秒
aki01,aki01c01,math_3,18時間43分46秒
hol32,asahikubo,math_2,36時間23分31秒
hol32,asahikubo,math_1,10時間28分22秒
hol32,asahikubo,math_b,39時間47分55秒
hol32,asahikubo,math_a,11時間15分4秒
dot00,kurumi,math_1,22時間0分59秒
dot00,kurumi,math_a,9時間37分60秒
kec02,tutuimomoko,en_grammar_advanced,15時間57分21秒
kec02,tutuimomoko,en_grammar_etc,4時間24分58秒
kec02,tutuimomoko,en_grammar_fundamental_plus,5時間19分10秒
kec02,tutuimomoko,en_grammar_fundamental,22時間12分59秒
holon-tierra_ng,nakashimaryosuke,math_1,18時間24分2秒
zup06,oomaeyuuki,math_elementary,0時間41分41秒
dot00,sawaierina,math_2,36時間52分47秒
dot00,sawaierina,math_1,13時間17分18秒
dot00,sawaierina,math_b,45時間48分47秒
dot00,sawaierina,math_a,5時間6分39秒
holon-tierra_k,tomoki-kashimoto,math_2,20時間12分59秒
holon-tierra_k,tomoki-kashimoto,math_1,8時間20分3秒
holon-tierra_k,tomoki-kashimoto,math_b,36時間49分1秒
holon-tierra_k,tomoki-kashimoto,math_a,5時間26分7秒
kec02,yunokinorika,en_grammar_fundamental_plus,3時間4分54秒
zen06,sakaneyuji,en_grammar_fundamental_plus,0時間37分20秒
holon-tierra_u,FukumasaSeina,math_a,29時間39分46秒
holon-tierra_ng,matsunagarina,math_basic,33時間20分36秒
holon-tierra_u,May1022,math_1,12時間5分37秒
dot00,sawaierina,chemistry_basic,7時間3分51秒
zup01,ilvbts32,math_elementary,0時間11分39秒
dot00,nakajimakeito,math_elementary,0時間42分20秒
tie01,tanaka_ayumi,math_1,11時間21分0秒
tie01,tanaka_ayumi,math_a,7時間17分48秒
kec02,maya,en_grammar_advanced,21時間6分35秒
kec02,maya,en_grammar_fundamental_plus,3時間27分6秒
kec02,maya,en_grammar_fundamental,23時間10分58秒
dia03,nakamurasho,math_elementary,1時間20分12秒
zup09,zup090000024,en_grammar_fundamental_plus,0時間48分20秒
zup09,zup090000024,en_grammar_fundamental,12時間16分36秒
zup01,inoue_ayano,en_grammar_advanced,6時間25分10秒
zup01,inoue_ayano,en_grammar_fundamental,3時間2分15秒
zup01,inoue_ayano,en_grammar_advanced_plus,4時間10分58秒
sun01,atsuko-ota,en_grammar_fundamental_plus,1時間0分14秒
sun01,atsuko-ota,en_grammar_fundamental,3時間31分36秒
holon-tierra_ng,Shimosakashion,en_grammar_fundamental,2時間46分35秒
dot00,ikuminakamura,en_grammar_fundamental_plus,3時間50分40秒
sho01,do_shiu_20000507,en_grammar_fundamental_plus,2時間20分3秒
sho01,do_shiu_20000507,en_grammar_fundamental,10時間43分55秒
holon-tierra_ng,htng27,en_grammar_advanced,6時間33分58秒
holon-tierra_ng,htng27,en_grammar_fundamental_plus,0時間52分35秒
holon-tierra_ng,htng27,en_grammar_fundamental,4時間21分46秒
kec01,TsujiKanae,math_elementary,0時間11分3秒
